Model,DPO2024
Firmware Version,1.25

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0002,
Sample Interval,1.6e-08,
Filter Frequency,2e+08,
Record Length,125000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,5
Label,,
TIME,CH1,CH2
6.07504e-04,-0.0186719,0.1
6.07520e-04,-0.0124219,0.0750001
6.07536e-04,-0.0224219,0.1
6.07552e-04,-0.00984376,0.1
6.07568e-04,-0.0136719,0.0875001
6.07584e-04,-0.0186719,0.1
6.07600e-04,-0.015,0.0875001
6.07616e-04,-0.0186719,0.0757813
6.07632e-04,-0.0124219,0.1
6.07648e-04,-0.0125,0.0882813
6.07664e-04,-0.0124219,0.113281
6.07680e-04,-0.0160938,0.0882813
6.07696e-04,-0.0175,0.0875001
6.07712e-04,-0.0135938,0.0882813
6.07728e-04,-0.01625,0.0757813
6.07744e-04,-0.0175,0.1
6.07760e-04,-0.0136719,0.0882813
6.07776e-04,-0.0123438,0.1
6.07792e-04,-0.0175,0.0757813
6.07808e-04,-0.0136719,0.1
6.07824e-04,-0.0136719,0.1
6.07840e-04,-0.0135938,0.1
6.07856e-04,-0.0160938,0.1
6.07872e-04,-0.0186719,0.0757813
6.07888e-04,-0.01625,0.1
6.07904e-04,-0.0148438,0.0875001
6.07920e-04,-0.0211719,0.1
6.07936e-04,-0.01875,0.0757813
6.07952e-04,-0.0161719,0.1
6.07968e-04,-0.0149219,0.0882813
6.07984e-04,-0.0161719,0.1
6.08000e-04,-0.0161719,0.1
6.08016e-04,-0.0174219,0.0875001
6.08032e-04,-0.0135938,0.0867188
6.08048e-04,-0.0148438,0.0882813
6.08064e-04,-0.0135156,0.0632813
6.08080e-04,-0.01625,0.0757813
6.08096e-04,-0.0175,0.100781
6.08112e-04,-0.0149219,0.1
6.08128e-04,-0.0160938,0.1
6.08144e-04,-0.01375,0.0882813
6.08160e-04,-0.0174219,0.1
6.08176e-04,-0.0185938,0.0992188
6.08192e-04,-0.0160938,0.1
6.08208e-04,-0.0174219,0.0875001
6.08224e-04,-0.0148438,0.1
6.08240e-04,-0.0135938,0.1125
6.08256e-04,-0.01625,0.1
6.08272e-04,-0.0148438,0.0867188
6.08288e-04,-0.0148438,0.0882813
6.08304e-04,-0.0111719,0.1
6.08320e-04,-0.0199219,0.1125
6.08336e-04,-0.0135938,0.1
6.08352e-04,-0.0110938,0.0867188
6.08368e-04,-0.0136719,0.1
6.08384e-04,-0.02,0.0875001
6.08400e-04,-0.0160938,0.100781
6.08416e-04,-0.0174219,0.0875001
6.08432e-04,-0.0175,0.1
6.08448e-04,-0.01875,0.113281
6.08464e-04,-0.0148438,0.1
6.08480e-04,-0.0160938,0.113281
6.08496e-04,-0.0149219,0.1
6.08512e-04,-0.01875,0.0882813
6.08528e-04,-0.0124219,0.0882813
6.08544e-04,-0.0124219,0.1
6.08560e-04,-0.0135938,0.1
6.08576e-04,-0.0186719,0.0875001
6.08592e-04,-0.0174219,0.0875001
6.08608e-04,-0.0161719,0.0875001
6.08624e-04,-0.01375,0.0632813
6.08640e-04,-0.0136719,0.0750001
6.08656e-04,-0.02,0.1
6.08672e-04,-0.0124219,0.1
6.08688e-04,-0.01625,0.0882813
6.08704e-04,-0.0125,0.1
6.08720e-04,-0.0211719,0.1
6.08736e-04,-0.0149219,0.1125
6.08752e-04,-0.0174219,0.100781
6.08768e-04,-0.0174219,0.1125
6.08784e-04,-0.0160938,0.1
6.08800e-04,-0.0135938,0.1
6.08816e-04,-0.0149219,0.0882813
6.08832e-04,-0.0161719,0.1
6.08848e-04,-0.0135938,0.0875001
6.08864e-04,-0.0161719,0.0875001
6.08880e-04,-0.01875,0.1
6.08896e-04,-0.01625,0.1
6.08912e-04,-0.01625,0.1
6.08928e-04,-0.0136719,0.1
6.08944e-04,-0.0199219,0.1
6.08960e-04,-0.0161719,0.0875001
6.08976e-04,-0.02,0.100781
6.08992e-04,-0.01625,0.1
6.09008e-04,-0.0149219,0.1
6.09024e-04,-0.0175,0.113281
6.09040e-04,-0.0186719,0.1
6.09056e-04,-0.0174219,0.1
6.09072e-04,-0.0175,0.113281
6.09088e-04,-0.0186719,0.125781
6.09104e-04,-0.0135938,0.1
6.09120e-04,-0.0186719,0.100781
6.09136e-04,-0.0135938,0.0875001
6.09152e-04,-0.02,0.1
6.09168e-04,-0.0136719,0.113281
6.09184e-04,-0.0174219,0.0875001
6.09200e-04,-0.0135938,0.1125
6.09216e-04,-0.0174219,0.1
6.09232e-04,-0.0125,0.125781
6.09248e-04,-0.0175,0.1
6.09264e-04,-0.0148438,0.113281
6.09280e-04,-0.0174219,0.1
6.09296e-04,-0.0186719,0.1
6.09312e-04,-0.0111719,0.113281
6.09328e-04,-0.0186719,0.1
6.09344e-04,-0.0136719,0.1125
6.09360e-04,-0.0124219,0.1
6.09376e-04,-0.0175,0.125781
6.09392e-04,-0.0175,0.1
6.09408e-04,-0.0211719,0.125781
6.09424e-04,-0.0186719,0.1125
6.09440e-04,-0.0136719,0.138281
6.09456e-04,-0.0199219,0.1
6.09472e-04,-0.0175,0.1125
6.09488e-04,-0.01625,0.1
6.09504e-04,-0.0161719,0.1375
6.09520e-04,-0.0135938,0.1125
6.09536e-04,-0.0123438,0.113281
6.09552e-04,-0.0161719,0.125781
6.09568e-04,-0.0110938,0.113281
6.09584e-04,-0.01625,0.113281
6.09600e-04,-0.0199219,0.0875001
6.09616e-04,-0.0173438,0.1125
6.09632e-04,-0.01625,0.113281
6.09648e-04,-0.0211719,0.1
6.09664e-04,-0.01875,0.125781
6.09680e-04,-0.0235938,0.113281
6.09696e-04,-0.0185938,0.138281
6.09712e-04,-0.0174219,0.113281
6.09728e-04,-0.0149219,0.113281
6.09744e-04,-0.0211719,0.1
6.09760e-04,-0.0174219,0.1125
6.09776e-04,-0.0175,0.1125
6.09792e-04,-0.0161719,0.125781
6.09808e-04,-0.0210938,0.100781
6.09824e-04,-0.0149219,0.1
6.09840e-04,-0.0124219,0.113281
6.09856e-04,-0.0149219,0.1
6.09872e-04,-0.01125,0.1125
6.09888e-04,-0.01875,0.1
6.09904e-04,-0.0174219,0.113281
6.09920e-04,-0.0186719,0.113281
6.09936e-04,-0.0111719,0.113281
6.09952e-04,-0.0160938,0.113281
6.09968e-04,-0.0175,0.1
6.09984e-04,-0.01875,0.1
6.10000e-04,-0.0211719,0.125781
6.10016e-04,-0.0186719,0.0875001
6.10032e-04,-0.0136719,0.1
6.10048e-04,-0.01625,0.113281
6.10064e-04,-0.0175,0.1
6.10080e-04,-0.0124219,0.1125
6.10096e-04,-0.0160156,0.1
6.10112e-04,-0.0211719,0.1375
6.10128e-04,-0.0124219,0.125
6.10144e-04,-0.0160938,0.113281
6.10160e-04,-0.0174219,0.125781
6.10176e-04,-0.0110938,0.125781
6.10192e-04,-0.01125,0.113281
6.10208e-04,-0.0161719,0.1
6.10224e-04,-0.0199219,0.125781
6.10240e-04,-0.0186719,0.15
6.10256e-04,-0.0135938,0.15
6.10272e-04,-0.0135938,0.125781
6.10288e-04,-0.0149219,0.1
6.10304e-04,-0.01375,0.15
6.10320e-04,-0.0175,0.125781
6.10336e-04,-0.0149219,0.138281
6.10352e-04,-0.02,0.113281
6.10368e-04,-0.0186719,0.113281
6.10384e-04,-0.0148438,0.113281
6.10400e-04,-0.0161719,0.113281
6.10416e-04,-0.0175,0.138281
6.10432e-04,-0.0149219,0.125781
6.10448e-04,-0.0136719,0.1
6.10464e-04,-0.0186719,0.125781
6.10480e-04,-0.0174219,0.1125
6.10496e-04,-0.0149219,0.1375
6.10512e-04,-0.0148438,0.125
6.10528e-04,-0.0148438,0.113281
6.10544e-04,-0.0149219,0.125781
6.10560e-04,-0.0185938,0.1
6.10576e-04,-0.0211719,0.138281
6.10592e-04,-0.0160938,0.1125
6.10608e-04,-0.0124219,0.125781
6.10624e-04,-0.0135938,0.113281
6.10640e-04,-0.0161719,0.1375
6.10656e-04,-0.0160938,0.1375
6.10672e-04,-0.00742189,0.125781
6.10688e-04,-0.0160938,0.1375
6.10704e-04,-0.00992189,0.125781
6.10720e-04,-0.0110938,0.138281
6.10736e-04,-0.0148438,0.125781
6.10752e-04,-0.0199219,0.1
6.10768e-04,-0.0135938,0.113281
6.10784e-04,-0.0185938,0.113281
6.10800e-04,-0.0135938,0.15
6.10816e-04,-0.0174219,0.1
6.10832e-04,-0.0160938,0.138281
6.10848e-04,-0.01875,0.138281
6.10864e-04,-0.0149219,0.125781
6.10880e-04,-0.0124219,0.125781
6.10896e-04,-0.01875,0.1375
6.10912e-04,-0.0136719,0.113281
6.10928e-04,-0.0161719,0.125781
6.10944e-04,-0.0199219,0.113281
6.10960e-04,-0.0161719,0.1125
6.10976e-04,-0.0175,0.15
6.10992e-04,-0.0124219,0.125781
6.11008e-04,-0.0175,0.1375
6.11024e-04,-0.0199219,0.0882813
6.11040e-04,-0.01875,0.1
6.11056e-04,-0.0175,0.15
6.11072e-04,-0.0199219,0.125781
6.11088e-04,-0.0161719,0.1125
6.11104e-04,-0.01625,0.138281
6.11120e-04,-0.015,0.15
6.11136e-04,-0.01625,0.125781
6.11152e-04,-0.0148438,0.125781
6.11168e-04,-0.0124219,0.125781
6.11184e-04,-0.0175,0.138281
6.11200e-04,-0.01875,0.164063
6.11216e-04,-0.0135938,0.125781
6.11232e-04,-0.0135938,0.125781
6.11248e-04,-0.0175,0.125781
6.11264e-04,-0.0160938,0.1125
6.11280e-04,-0.0161719,0.125781
6.11296e-04,-0.0149219,0.15
6.11312e-04,-0.0149219,0.113281
6.11328e-04,-0.015,0.1125
6.11344e-04,-0.0161719,0.1
6.11360e-04,-0.015,0.113281
6.11376e-04,-0.0135938,0.125
6.11392e-04,-0.0210938,0.1375
6.11408e-04,-0.0111719,0.125
6.11424e-04,-0.0149219,0.113281
6.11440e-04,-0.0175,0.113281
6.11456e-04,-0.01875,0.125781
6.11472e-04,-0.0223438,0.1
6.11488e-04,-0.0199219,0.15
6.11504e-04,-0.0136719,0.113281
6.11520e-04,-0.0199219,0.125
6.11536e-04,-0.0111719,0.1
6.11552e-04,-0.01625,0.1125
6.11568e-04,-0.0148438,0.1
6.11584e-04,-0.0160938,0.1125
6.11600e-04,-0.0198438,0.113281
6.11616e-04,-0.0123438,0.1125
6.11632e-04,-0.0147656,0.1375
6.11648e-04,-0.0148438,0.138281
6.11664e-04,-0.0175,0.113281
6.11680e-04,-0.0186719,0.125781
6.11696e-04,-0.0174219,0.125781
6.11712e-04,-0.0160938,0.113281
6.11728e-04,-0.00742189,0.15
6.11744e-04,-0.01375,0.1
6.11760e-04,-0.0136719,0.1375
6.11776e-04,-0.0161719,0.1
6.11792e-04,-0.0149219,0.15
6.11808e-04,-0.0125,0.138281
6.11824e-04,-0.0124219,0.1375
6.11840e-04,-0.01875,0.138281
6.11856e-04,-0.0149219,0.138281
6.11872e-04,-0.015,0.125781
6.11888e-04,-0.0148438,0.15
6.11904e-04,-0.01875,0.125
6.11920e-04,-0.0161719,0.125781
6.11936e-04,-0.0124219,0.125781
6.11952e-04,-0.0161719,0.125781
6.11968e-04,-0.0161719,0.15
6.11984e-04,-0.0148438,0.1375
6.12000e-04,-0.0160938,0.113281
6.12016e-04,-0.0199219,0.1375
6.12032e-04,-0.0148438,0.150781
6.12048e-04,-0.0198438,0.15
6.12064e-04,-0.0211719,0.138281
6.12080e-04,-0.0136719,0.125781
6.12096e-04,-0.0148438,0.1125
6.12112e-04,-0.0211719,0.1125
6.12128e-04,-0.0161719,0.150781
6.12144e-04,-0.0148438,0.15
6.12160e-04,-0.0160938,0.1125
6.12176e-04,-0.0161719,0.113281
6.12192e-04,-0.0174219,0.1125
6.12208e-04,-0.0148438,0.113281
6.12224e-04,-0.0161719,0.15
6.12240e-04,-0.0160938,0.125781
6.12256e-04,-0.0148438,0.113281
6.12272e-04,-0.0175,0.113281
6.12288e-04,-0.0136719,0.1375
6.12304e-04,-0.0173438,0.1
6.12320e-04,-0.0136719,0.113281
6.12336e-04,-0.0160938,0.1375
6.12352e-04,-0.0125,0.125781
6.12368e-04,-0.0174219,0.113281
6.12384e-04,-0.0111719,0.125
6.12400e-04,-0.0111719,0.138281
6.12416e-04,-0.0175,0.113281
6.12432e-04,-0.0148438,0.1
6.12448e-04,-0.0174219,0.1375
6.12464e-04,-0.0175,0.1125
6.12480e-04,-0.0174219,0.1
6.12496e-04,-0.01375,0.125781
6.12512e-04,-0.0136719,0.1375
6.12528e-04,-0.0186719,0.1125
6.12544e-04,-0.0160938,0.1625
6.12560e-04,-0.0148438,0.138281
6.12576e-04,-0.0149219,0.1
6.12592e-04,-0.0186719,0.1625
6.12608e-04,-0.0148438,0.125781
6.12624e-04,-0.0111719,0.125781
6.12640e-04,-0.01625,0.1125
6.12656e-04,-0.0149219,0.150781
6.12672e-04,-0.0160938,0.1375
6.12688e-04,-0.0110938,0.1
6.12704e-04,-0.0136719,0.125781
6.12720e-04,-0.0136719,0.125781
6.12736e-04,-0.0148438,0.1375
6.12752e-04,-0.015,0.125781
6.12768e-04,-0.0136719,0.138281
6.12784e-04,-0.0161719,0.125781
6.12800e-04,-0.0111719,0.125
6.12816e-04,-0.0160938,0.15
6.12832e-04,-0.0111719,0.0882813
6.12848e-04,-0.0174219,0.138281
6.12864e-04,-0.0174219,0.113281
6.12880e-04,-0.0160938,0.125781
6.12896e-04,-0.0148438,0.125
6.12912e-04,-0.0174219,0.138281
6.12928e-04,-0.01125,0.1125
6.12944e-04,-0.0160938,0.125781
6.12960e-04,-0.0185938,0.113281
6.12976e-04,-0.0174219,0.113281
6.12992e-04,-0.0160938,0.15
6.13008e-04,-0.0161719,0.125781
6.13024e-04,-0.0161719,0.113281
6.13040e-04,-0.0186719,0.1125
6.13056e-04,-0.0136719,0.138281
6.13072e-04,-0.0160938,0.125781
6.13088e-04,-0.0199219,0.1
6.13104e-04,-0.0136719,0.1125
6.13120e-04,-0.0175,0.125781
6.13136e-04,-0.01125,0.113281
6.13152e-04,-0.0174219,0.138281
6.13168e-04,-0.0173438,0.1375
6.13184e-04,-0.0136719,0.138281
6.13200e-04,-0.0185938,0.138281
6.13216e-04,-0.0174219,0.1375
6.13232e-04,-0.0136719,0.113281
6.13248e-04,-0.0160938,0.1
6.13264e-04,-0.0173438,0.125781
6.13280e-04,-0.0160938,0.1125
6.13296e-04,-0.0125,0.113281
6.13312e-04,-0.0199219,0.125781
6.13328e-04,-0.0161719,0.1
6.13344e-04,-0.01875,0.113281
6.13360e-04,-0.0149219,0.1375
6.13376e-04,-0.0148438,0.125
6.13392e-04,-0.01875,0.1125
6.13408e-04,-0.0199219,0.1
6.13424e-04,-0.0174219,0.1125
6.13440e-04,-0.0149219,0.113281
6.13456e-04,-0.0160156,0.125781
6.13472e-04,-0.0161719,0.125781
6.13488e-04,-0.0199219,0.125781
6.13504e-04,-0.0160938,0.113281
6.13520e-04,-0.0148438,0.125
6.13536e-04,-0.0123438,0.1
6.13552e-04,-0.015,0.1125
6.13568e-04,-0.0211719,0.1125
6.13584e-04,-0.0149219,0.113281
6.13600e-04,-0.015,0.1
6.13616e-04,-0.0175,0.113281
6.13632e-04,-0.0198438,0.125781
6.13648e-04,-0.0174219,0.125781
6.13664e-04,-0.01375,0.1
6.13680e-04,-0.0199219,0.1125
6.13696e-04,-0.0149219,0.125781
6.13712e-04,-0.0160938,0.1125
6.13728e-04,-0.0136719,0.125781
6.13744e-04,-0.0186719,0.113281
6.13760e-04,-0.0175,0.113281
6.13776e-04,-0.0148438,0.1625
6.13792e-04,-0.0161719,0.125781
6.13808e-04,-0.0148438,0.1
6.13824e-04,-0.0135938,0.125781
6.13840e-04,-0.0124219,0.1
6.13856e-04,-0.0136719,0.113281
6.13872e-04,-0.0175,0.138281
6.13888e-04,-0.0149219,0.113281
6.13904e-04,-0.0148438,0.125781
6.13920e-04,-0.0186719,0.113281
6.13936e-04,-0.0136719,0.1
6.13952e-04,-0.01625,0.113281
6.13968e-04,-0.0136719,0.113281
6.13984e-04,-0.0136719,0.1125
6.14000e-04,-0.0124219,0.1
6.14016e-04,-0.0199219,0.113281
6.14032e-04,-0.0125,0.101563
6.14048e-04,-0.0136719,0.113281
6.14064e-04,-0.0199219,0.113281
6.14080e-04,-0.0135938,0.1375
6.14096e-04,-0.0148438,0.1125
6.14112e-04,-0.0149219,0.1375
6.14128e-04,-0.0149219,0.1
6.14144e-04,-0.0124219,0.1125
6.14160e-04,-0.0161719,0.1
6.14176e-04,-0.0161719,0.125781
6.14192e-04,-0.0161719,0.1125
6.14208e-04,-0.0124219,0.1
6.14224e-04,-0.0135938,0.1125
6.14240e-04,-0.0136719,0.125781
6.14256e-04,-0.0175,0.1
6.14272e-04,-0.0161719,0.113281
6.14288e-04,-0.0135938,0.1125
6.14304e-04,-0.015,0.1
6.14320e-04,-0.0160938,0.101563
6.14336e-04,-0.0175,0.113281
6.14352e-04,-0.0186719,0.125781
6.14368e-04,-0.0149219,0.100781
6.14384e-04,-0.0124219,0.1125
6.14400e-04,-0.01625,0.113281
6.14416e-04,-0.0210938,0.113281
6.14432e-04,-0.01875,0.1
6.14448e-04,-0.0149219,0.125
6.14464e-04,-0.0211719,0.1
6.14480e-04,-0.0124219,0.1
6.14496e-04,-0.0124219,0.1
6.14512e-04,-0.0149219,0.125781
6.14528e-04,-0.0199219,0.1
6.14544e-04,-0.015,0.113281
6.14560e-04,-0.0174219,0.1
6.14576e-04,-0.00992189,0.1
6.14592e-04,-0.0175,0.1
6.14608e-04,-0.0149219,0.113281
6.14624e-04,-0.0161719,0.1
6.14640e-04,-0.0149219,0.1
6.14656e-04,-0.0161719,0.113281
6.14672e-04,-0.0124219,0.113281
6.14688e-04,-0.0161719,0.113281
6.14704e-04,-0.0136719,0.1
6.14720e-04,-0.01625,0.1
6.14736e-04,-0.0136719,0.113281
6.14752e-04,-0.0185938,0.1
6.14768e-04,-0.0136719,0.113281
6.14784e-04,-0.0136719,0.113281
6.14800e-04,-0.0135938,0.100781
6.14816e-04,-0.0148438,0.125781
6.14832e-04,-0.0173438,0.1
6.14848e-04,-0.0186719,0.113281
6.14864e-04,-0.0175,0.125781
6.14880e-04,-0.0199219,0.1125
6.14896e-04,-0.0175,0.125781
6.14912e-04,-0.0175,0.125
6.14928e-04,-0.0161719,0.125781
6.14944e-04,-0.01625,0.1
6.14960e-04,-0.015,0.0882813
6.14976e-04,-0.0125,0.113281
6.14992e-04,-0.0149219,0.125781
6.15008e-04,-0.0135938,0.1
6.15024e-04,-0.0136719,0.0882813
6.15040e-04,-0.0161719,0.113281
6.15056e-04,-0.0136719,0.1
6.15072e-04,-0.0125,0.1125
6.15088e-04,-0.0148438,0.1
6.15104e-04,-0.0135938,0.0867188
6.15120e-04,-0.0160938,0.1375
6.15136e-04,-0.0135938,0.1
6.15152e-04,-0.0135938,0.1
6.15168e-04,-0.00984376,0.0875001
6.15184e-04,-0.0136719,0.1
6.15200e-04,-0.0186719,0.0875001
6.15216e-04,-0.0160938,0.125781
6.15232e-04,-0.0148438,0.1375
6.15248e-04,-0.0174219,0.113281
6.15264e-04,-0.0124219,0.113281
6.15280e-04,-0.0160938,0.113281
6.15296e-04,-0.01375,0.1
6.15312e-04,-0.0174219,0.125
6.15328e-04,-0.0124219,0.1
6.15344e-04,-0.0148438,0.113281
6.15360e-04,-0.0124219,0.1
6.15376e-04,-0.0124219,0.1
6.15392e-04,-0.0161719,0.1
6.15408e-04,-0.0149219,0.1
6.15424e-04,-0.0124219,0.1
6.15440e-04,-0.0111719,0.1
6.15456e-04,-0.0125,0.1125
6.15472e-04,-0.0136719,0.113281
6.15488e-04,-0.0136719,0.1
6.15504e-04,-0.0124219,0.138281
6.15520e-04,-0.0161719,0.1
6.15536e-04,-0.0161719,0.113281
6.15552e-04,-0.01375,0.1125
6.15568e-04,-0.0111719,0.1
6.15584e-04,-0.0124219,0.0750001
6.15600e-04,-0.0160938,0.1125
6.15616e-04,-0.01875,0.0882813
6.15632e-04,-0.00984376,0.1
6.15648e-04,-0.0136719,0.0875001
6.15664e-04,-0.0148438,0.1
6.15680e-04,-0.0148438,0.125781
6.15696e-04,-0.0185938,0.125781
6.15712e-04,-0.0161719,0.1
6.15728e-04,-0.01625,0.113281
6.15744e-04,-0.0123438,0.0882813
6.15760e-04,-0.0149219,0.1
6.15776e-04,-0.0160156,0.1
6.15792e-04,-0.0161719,0.1
6.15808e-04,-0.0111719,0.1
6.15824e-04,-0.0160938,0.125781
6.15840e-04,-0.0135938,0.1
6.15856e-04,-0.0175,0.1
6.15872e-04,-0.0185938,0.1125
6.15888e-04,-0.0149219,0.113281
6.15904e-04,-0.0136719,0.113281
6.15920e-04,-0.0175,0.1
6.15936e-04,-0.00867189,0.0875001
6.15952e-04,-0.0136719,0.1
6.15968e-04,-0.0136719,0.1
6.15984e-04,-0.01625,0.0875001
6.16000e-04,-0.0149219,0.0882813
6.16016e-04,-0.0135938,0.1
6.16032e-04,-0.0135938,0.1
6.16048e-04,-0.0149219,0.1
6.16064e-04,-0.0175,0.1125
6.16080e-04,-0.0148438,0.113281
6.16096e-04,-0.0160938,0.1
6.16112e-04,-0.0175,0.1
6.16128e-04,-0.0174219,0.100781
6.16144e-04,-0.0175,0.1125
6.16160e-04,-0.0161719,0.1
6.16176e-04,-0.0161719,0.1
6.16192e-04,-0.0185938,0.0882813
6.16208e-04,-0.0175,0.1
6.16224e-04,-0.0199219,0.1125
6.16240e-04,-0.0175,0.1
6.16256e-04,-0.0148438,0.1
6.16272e-04,-0.0149219,0.0882813
6.16288e-04,-0.0175,0.1
6.16304e-04,-0.01125,0.1125
6.16320e-04,-0.0210938,0.1125
6.16336e-04,-0.01,0.1
6.16352e-04,-0.0160156,0.1125
6.16368e-04,-0.0223438,0.100781
6.16384e-04,-0.0175,0.138281
6.16400e-04,-0.0199219,0.113281
6.16416e-04,-0.0175,0.113281
6.16432e-04,-0.0175,0.100781
6.16448e-04,-0.0149219,0.125781
6.16464e-04,-0.0160156,0.113281
6.16480e-04,-0.01625,0.1
6.16496e-04,-0.0135938,0.113281
6.16512e-04,-0.0136719,0.125
6.16528e-04,-0.0149219,0.1125
6.16544e-04,-0.0199219,0.1
6.16560e-04,-0.0160156,0.1
6.16576e-04,-0.0199219,0.1
6.16592e-04,-0.0175,0.113281
6.16608e-04,-0.0199219,0.1
6.16624e-04,-0.0135938,0.125781
6.16640e-04,-0.0147656,0.1
6.16656e-04,-0.01625,0.1
6.16672e-04,-0.0148438,0.113281
6.16688e-04,-0.0160938,0.1
6.16704e-04,-0.0175,0.113281
6.16720e-04,-0.0149219,0.113281
6.16736e-04,-0.0160938,0.1
6.16752e-04,-0.0161719,0.1
6.16768e-04,-0.015,0.1
6.16784e-04,-0.0136719,0.1375
6.16800e-04,-0.0185938,0.1
6.16816e-04,-0.0160938,0.1
6.16832e-04,-0.0199219,0.1
6.16848e-04,-0.0173438,0.113281
6.16864e-04,-0.0149219,0.113281
6.16880e-04,-0.0161719,0.1
6.16896e-04,-0.01875,0.125781
6.16912e-04,-0.0174219,0.125781
6.16928e-04,-0.0186719,0.1
6.16944e-04,-0.0125,0.0875001
6.16960e-04,-0.0175,0.1
6.16976e-04,-0.0175,0.1375
6.16992e-04,-0.01875,0.113281
6.17008e-04,-0.02,0.113281
6.17024e-04,-0.0111719,0.113281
6.17040e-04,-0.0161719,0.113281
6.17056e-04,-0.0174219,0.1375
6.17072e-04,-0.0161719,0.113281
6.17088e-04,-0.0124219,0.1
6.17104e-04,-0.0160938,0.113281
6.17120e-04,-0.0149219,0.1
6.17136e-04,-0.0148438,0.1
6.17152e-04,-0.0174219,0.101563
6.17168e-04,-0.0161719,0.0875001
6.17184e-04,-0.0186719,0.113281
6.17200e-04,-0.0174219,0.113281
6.17216e-04,-0.01875,0.1
6.17232e-04,-0.0174219,0.1
6.17248e-04,-0.0148438,0.113281
6.17264e-04,-0.0136719,0.1
6.17280e-04,-0.0149219,0.125781
6.17296e-04,-0.0175,0.113281
6.17312e-04,-0.0149219,0.1
6.17328e-04,-0.0136719,0.113281
6.17344e-04,-0.0161719,0.125781
6.17360e-04,-0.01625,0.0875001
6.17376e-04,-0.0160938,0.125781
6.17392e-04,-0.0148438,0.125781
6.17408e-04,-0.015,0.1125
6.17424e-04,-0.0161719,0.1
6.17440e-04,-0.0236719,0.1
6.17456e-04,-0.01875,0.1125
6.17472e-04,-0.0135938,0.1
6.17488e-04,-0.0149219,0.1125
6.17504e-04,-0.0199219,0.1375
6.17520e-04,-0.0149219,0.1
6.17536e-04,-0.0148438,0.125
6.17552e-04,-0.0175,0.0875001
6.17568e-04,-0.0175,0.1
6.17584e-04,-0.0161719,0.1375
6.17600e-04,-0.0175,0.100781
6.17616e-04,-0.01625,0.1
6.17632e-04,-0.0148438,0.1
6.17648e-04,-0.0135938,0.113281
6.17664e-04,-0.0125,0.1
6.17680e-04,-0.0175781,0.0875001
6.17696e-04,-0.0223438,0.0757813
6.17712e-04,-0.01625,0.1
6.17728e-04,-0.0148438,0.1
6.17744e-04,-0.0148438,0.1
6.17760e-04,-0.0123438,0.125781
6.17776e-04,-0.01625,0.1
6.17792e-04,-0.0124219,0.1
6.17808e-04,-0.0161719,0.113281
6.17824e-04,-0.0136719,0.1
6.17840e-04,-0.00859376,0.113281
6.17856e-04,-0.0135938,0.113281
6.17872e-04,-0.0148438,0.125
6.17888e-04,-0.0174219,0.114063
6.17904e-04,-0.0136719,0.1125
6.17920e-04,-0.01625,0.1375
6.17936e-04,-0.0174219,0.113281
6.17952e-04,-0.0135938,0.1
6.17968e-04,-0.0136719,0.1
6.17984e-04,-0.01625,0.125781
6.18000e-04,-0.0175,0.113281
6.18016e-04,-0.01625,0.1
6.18032e-04,-0.0199219,0.1
6.18048e-04,-0.0160938,0.1
6.18064e-04,-0.0124219,0.113281
6.18080e-04,-0.0123438,0.1125
6.18096e-04,-0.0160938,0.1
6.18112e-04,-0.0148438,0.113281
6.18128e-04,-0.0175,0.1
6.18144e-04,-0.0186719,0.1125
6.18160e-04,-0.0135938,0.1
6.18176e-04,-0.0149219,0.113281
6.18192e-04,-0.0174219,0.1
6.18208e-04,-0.01625,0.1
6.18224e-04,-0.0136719,0.1
6.18240e-04,-0.0125,0.0875001
6.18256e-04,-0.0199219,0.113281
6.18272e-04,-0.0161719,0.1
6.18288e-04,-0.0148438,0.113281
6.18304e-04,-0.015,0.0867188
6.18320e-04,-0.0161719,0.1125
6.18336e-04,-0.0149219,0.100781
6.18352e-04,-0.0174219,0.1
6.18368e-04,-0.01625,0.113281
6.18384e-04,-0.0124219,0.125
6.18400e-04,-0.0148438,0.125
6.18416e-04,-0.0161719,0.1125
6.18432e-04,-0.0124219,0.0882813
6.18448e-04,-0.01625,0.100781
6.18464e-04,-0.0124219,0.0882813
6.18480e-04,-0.0175,0.1
6.18496e-04,-0.0173438,0.125781
6.18512e-04,-0.0135938,0.125
6.18528e-04,-0.0161719,0.1
6.18544e-04,-0.0149219,0.0882813
6.18560e-04,-0.0136719,0.1125
6.18576e-04,-0.0148438,0.0882813
6.18592e-04,-0.0148438,0.1
6.18608e-04,-0.0149219,0.113281
6.18624e-04,-0.0185938,0.1
6.18640e-04,-0.0148438,0.1
6.18656e-04,-0.0136719,0.1
6.18672e-04,-0.0175,0.1
6.18688e-04,-0.0199219,0.1
6.18704e-04,-0.0161719,0.0757813
6.18720e-04,-0.0124219,0.100781
6.18736e-04,-0.0135938,0.1
6.18752e-04,-0.0199219,0.1
6.18768e-04,-0.0148438,0.1
6.18784e-04,-0.01,0.0875001
6.18800e-04,-0.0161719,0.113281
6.18816e-04,-0.0147656,0.1
6.18832e-04,-0.0160156,0.113281
